for,while,if,funciones,recursivo,lineas,profundidad_bucles,complejidad
2,0,6,2,6,34,1,quadratic
2,0,6,2,6,34,1,quadratic
4,0,1,2,3,30,2,quadratic
3,0,2,0,0,16,2,quadratic
3,2,5,5,0,82,2,quadratic
0,0,0,0,0,3,0,quadratic
2,0,0,0,0,8,2,quadratic
7,1,2,1,4,36,3,quadratic
8,1,14,5,18,96,3,quadratic
8,2,15,14,1,236,2,quadratic
4,2,5,2,2,57,2,quadratic
8,0,21,7,10,97,1,quadratic
4,2,9,3,4,72,3,quadratic
4,0,8,2,4,49,1,quadratic
4,0,8,2,4,49,1,quadratic
2,0,4,6,29,61,1,quadratic
16,3,7,15,1,163,3,quadratic
16,3,6,15,1,162,3,quadratic
15,3,5,15,1,158,3,quadratic
7,2,4,10,1,112,2,quadratic
7,2,4,10,1,112,2,quadratic
6,0,4,4,4,41,4,quadratic
3,0,0,0,0,25,1,quadratic
3,0,4,4,6,29,2,quadratic
18,0,25,3,17,131,2,quadratic
7,0,4,5,12,57,2,quadratic
6,0,5,4,8,40,2,quadratic
14,0,3,5,2,79,3,quadratic
9,0,3,4,8,49,2,quadratic
6,0,3,0,0,38,2,quadratic
6,0,1,3,11,41,2,quadratic
5,0,3,1,3,27,3,quadratic
8,0,9,3,9,104,2,quadratic
5,0,3,1,3,26,3,quadratic
0,0,0,0,0,17,0,quadratic
10,0,2,2,3,43,2,quadratic
5,0,3,1,3,26,3,quadratic
15,0,8,2,2,77,2,quadratic
1,0,4,4,6,28,1,quadratic
34,0,25,0,0,157,2,quadratic
7,0,4,2,3,40,2,quadratic
5,0,3,1,3,26,3,quadratic
1,0,0,1,2,9,1,quadratic
2,0,1,0,0,13,2,quadratic
1,0,0,0,0,6,1,quadratic
1,0,0,0,0,8,1,quadratic
2,3,7,14,3,92,2,quadratic
0,0,0,0,0,6,0,quadratic
1,0,1,0,0,8,1,quadratic
1,0,0,0,0,8,1,quadratic
33,24,67,52,10,602,4,quadratic
1,0,0,6,2,19,1,quadratic
1,0,0,0,0,6,1,quadratic
1,0,0,0,0,6,1,quadratic
3,0,3,0,0,18,2,quadratic
2,0,3,0,0,15,1,quadratic
3,0,2,0,0,28,2,quadratic
1,0,0,0,0,10,1,quadratic
2,0,1,0,0,13,1,quadratic
2,0,0,0,0,6,1,quadratic
6,0,2,0,0,21,5,quadratic
5,0,1,0,0,19,2,quadratic
10,0,11,3,3,126,3,quadratic
4,1,7,2,3,78,2,quadratic
39,24,69,52,10,628,4,quadratic
8,0,4,0,0,28,4,quadratic
5,0,2,6,1,30,4,quadratic
9,0,3,0,0,38,3,quadratic
6,0,2,0,0,25,4,quadratic
5,2,7,6,1,97,3,quadratic
7,0,4,0,0,33,4,quadratic
5,0,2,2,6,37,2,quadratic
0,0,1,2,2,33,0,quadratic
0,0,1,2,2,33,0,quadratic
0,0,1,2,2,31,0,quadratic
3,0,2,0,0,11,3,quadratic
10,0,4,0,0,44,3,quadratic
5,0,1,1,2,44,2,quadratic
12,0,12,0,0,86,2,quadratic
5,0,6,0,0,36,3,quadratic
3,0,2,1,1,20,2,quadratic
0,0,1,1,1,10,0,quadratic
3,0,3,2,1,45,3,quadratic
15,6,16,18,3,186,2,quadratic
4,0,4,1,1,29,2,quadratic
2,1,2,0,0,22,2,quadratic
3,0,3,1,2,24,2,quadratic
2,1,1,0,0,18,2,quadratic
1,1,1,2,7,23,2,quadratic
3,1,5,2,1,48,3,quadratic
2,1,2,1,1,24,2,quadratic
2,1,3,2,2,34,2,quadratic
1,1,3,0,0,25,2,quadratic
3,0,5,0,0,24,2,quadratic
3,0,4,0,0,20,2,quadratic
4,1,5,0,0,32,2,quadratic
4,2,4,0,0,30,2,quadratic
3,0,7,0,0,36,2,quadratic
3,0,6,0,0,34,2,quadratic
4,0,3,0,0,21,3,quadratic
4,0,3,0,0,40,3,quadratic
3,0,4,0,0,21,2,quadratic
2,1,1,0,0,14,2,quadratic
2,0,5,1,1,26,2,quadratic
3,2,6,0,0,44,2,quadratic
2,1,2,0,0,18,3,quadratic
3,0,4,0,0,22,2,quadratic
7,0,11,2,0,58,3,quadratic
8,5,5,12,11,109,2,quadratic
6,0,0,0,0,30,2,quadratic
6,0,0,0,0,23,2,quadratic
5,0,0,0,0,21,2,quadratic
5,0,0,1,1,25,2,quadratic
6,0,0,1,1,30,2,quadratic
6,0,0,1,1,30,2,quadratic
6,0,0,0,0,17,2,quadratic
9,8,9,10,6,144,2,quadratic
5,0,1,1,1,32,2,quadratic
6,0,0,0,0,18,2,quadratic
6,0,0,0,0,14,2,quadratic
7,0,0,0,0,22,3,quadratic
6,2,2,5,0,77,2,quadratic
11,12,46,43,2,516,2,quadratic
3,0,0,0,0,18,1,quadratic
3,0,0,0,0,18,1,quadratic
7,0,1,0,0,23,2,quadratic
5,0,0,2,4,28,2,quadratic
3,0,0,2,4,25,2,quadratic
5,0,3,0,0,27,2,quadratic
1,0,0,0,0,8,1,quadratic
4,0,4,1,1,25,2,quadratic
5,0,3,0,0,25,2,quadratic
4,3,11,14,2,117,2,quadratic
3,0,3,0,0,17,2,quadratic
4,0,3,6,2,29,2,quadratic
4,0,2,0,0,18,2,quadratic
5,0,2,0,0,19,2,quadratic
6,0,1,0,0,27,2,quadratic
3,1,3,1,1,33,2,quadratic
1,0,2,1,1,19,1,quadratic
1,0,0,0,0,10,1,quadratic
1,0,0,0,0,11,1,quadratic
4,0,3,0,0,24,2,quadratic
4,0,4,0,0,15,2,quadratic
8,0,4,0,0,34,3,quadratic
3,0,3,0,0,19,2,quadratic
5,0,3,1,1,21,2,quadratic
2,0,1,0,0,15,1,quadratic
3,0,4,0,0,30,2,quadratic
5,0,2,0,0,21,3,quadratic
3,0,1,0,0,17,3,quadratic
4,0,3,0,0,25,2,quadratic
4,0,5,0,0,34,2,quadratic
3,0,2,0,0,30,2,quadratic
4,0,3,0,0,22,2,quadratic
3,0,3,0,0,21,2,quadratic
3,0,7,0,0,38,2,quadratic
3,0,3,0,0,22,2,quadratic
3,0,2,0,0,15,2,quadratic
4,2,7,14,6,142,3,quadratic
6,2,4,4,0,81,1,quadratic
4,0,7,3,3,56,3,quadratic
4,0,3,2,3,27,2,quadratic
4,0,2,0,0,13,2,quadratic
4,0,3,0,0,21,2,quadratic
1,0,1,0,0,13,1,quadratic
3,0,3,0,0,24,2,quadratic
1,0,1,0,0,105,1,quadratic
1,0,1,0,0,14,1,quadratic
4,0,8,0,0,26,1,quadratic
5,0,8,2,2,40,2,quadratic
4,0,5,1,1,45,1,quadratic
4,0,4,3,2,29,1,quadratic
1,0,11,9,1,56,1,quadratic
2,0,8,0,0,44,1,quadratic
8,0,10,0,0,59,2,quadratic
9,0,21,3,1,121,2,quadratic
3,0,1,0,0,16,1,quadratic
2,0,1,0,0,15,1,quadratic
7,0,4,2,3,33,2,quadratic
1,0,3,2,2,32,1,quadratic
2,0,1,0,0,12,1,quadratic
2,0,0,0,0,10,1,quadratic
4,0,8,0,0,44,2,quadratic
4,0,5,0,0,35,2,quadratic
2,0,2,0,0,14,1,quadratic
2,0,2,0,0,14,1,quadratic
9,0,8,0,0,110,2,quadratic
10,1,11,1,0,61,3,quadratic
8,0,7,0,0,31,2,quadratic
2,0,0,0,0,12,1,quadratic
3,0,1,0,0,16,1,quadratic
3,0,1,0,0,17,1,quadratic
7,0,4,0,0,32,2,quadratic
6,0,7,0,0,35,2,quadratic
1,0,2,0,0,12,1,quadratic
2,0,1,0,0,9,2,quadratic
2,0,1,0,0,10,1,quadratic
1,0,1,0,0,7,1,quadratic
0,0,0,0,0,5,0,quadratic
1,0,1,0,0,16,1,quadratic
3,1,6,14,4,77,1,quadratic
1,0,1,4,4,15,1,quadratic
2,0,1,0,0,9,1,quadratic
2,0,2,0,0,11,2,quadratic
1,0,1,0,0,8,1,quadratic
2,0,1,0,0,9,2,quadratic
3,0,2,0,0,27,2,quadratic
1,0,1,0,0,8,1,quadratic
0,0,0,0,0,4,0,quadratic
1,0,1,0,0,11,1,quadratic
3,0,1,0,0,11,2,quadratic
2,0,1,0,0,14,1,quadratic
1,0,1,0,0,56,1,quadratic
1,0,1,0,0,6,1,quadratic
0,3,2,0,0,26,2,quadratic
2,0,1,0,0,17,1,quadratic
0,1,0,0,0,9,1,quadratic
1,0,0,0,0,13,1,quadratic
2,1,1,0,0,12,3,quadratic
2,0,3,0,0,21,2,quadratic
3,2,5,6,1,81,3,quadratic
1,2,1,0,0,27,2,quadratic
2,0,2,0,0,11,2,quadratic
0,1,0,0,0,11,1,quadratic
0,3,1,0,0,15,2,quadratic
0,1,0,0,0,11,1,quadratic
0,1,0,0,0,9,1,quadratic
0,1,0,0,0,9,1,quadratic
0,1,0,0,0,15,1,quadratic
0,1,0,0,0,15,1,quadratic
1,0,0,0,0,18,1,quadratic
4,0,2,0,0,15,2,quadratic
1,1,2,1,1,19,2,quadratic
2,0,1,2,2,15,2,quadratic
2,0,0,1,1,23,2,quadratic
3,0,2,3,2,23,3,quadratic
2,0,1,1,1,15,2,quadratic
3,0,1,0,0,17,3,quadratic
3,0,4,3,2,40,3,quadratic
3,0,1,0,0,17,2,quadratic
2,2,2,12,2,119,2,quadratic
3,0,0,0,0,18,2,quadratic
2,0,1,0,0,10,2,quadratic
2,0,1,0,0,14,2,quadratic
3,0,0,0,0,17,2,quadratic
3,0,0,0,0,47,2,quadratic
2,0,0,0,0,10,2,quadratic
3,0,0,0,0,13,2,quadratic
7,3,5,0,0,69,3,quadratic
4,0,9,3,6,65,3,quadratic
2,3,10,1,1,108,1,quadratic
3,0,7,0,0,32,1,quadratic
3,0,7,0,0,32,1,quadratic
7,2,8,1,1,59,3,quadratic
1,1,3,1,1,34,1,quadratic
2,2,4,0,0,39,2,quadratic
0,5,8,0,0,61,4,quadratic
3,0,11,2,3,40,2,quadratic
6,2,3,3,5,62,2,quadratic
5,1,5,2,4,45,2,quadratic
3,2,7,1,1,54,2,quadratic
4,0,9,1,2,43,1,quadratic
4,1,8,0,0,42,3,quadratic
3,1,6,0,0,45,1,quadratic
3,1,6,0,0,45,1,quadratic
1,1,10,1,1,55,1,quadratic
7,0,6,3,2,52,3,quadratic
6,0,4,1,1,43,2,quadratic
3,0,5,2,1,43,2,quadratic
6,0,2,0,0,34,2,quadratic
4,0,3,0,0,26,2,quadratic
4,0,4,0,0,24,2,quadratic
3,0,5,0,0,27,2,quadratic
3,0,4,0,0,29,2,quadratic
3,0,4,0,0,29,2,quadratic
0,2,2,0,0,18,2,quadratic
0,1,2,0,0,25,1,quadratic
3,0,2,1,0,21,3,quadratic
8,0,3,14,6,76,3,quadratic
3,0,3,0,0,24,3,quadratic
2,0,2,0,0,17,2,quadratic
11,0,6,0,0,77,2,quadratic
27,9,26,29,1,358,3,quadratic
17,1,12,1,1,87,2,quadratic
13,0,9,0,0,66,2,quadratic
15,0,6,0,0,47,2,quadratic
15,0,8,0,0,73,2,quadratic
7,0,9,1,1,47,3,quadratic
8,8,12,4,5,108,3,quadratic
7,0,8,1,1,45,3,quadratic
15,0,6,0,0,67,2,quadratic
18,0,10,15,17,105,2,quadratic
19,2,15,0,0,109,2,quadratic
19,2,15,0,0,110,2,quadratic
10,0,8,0,0,51,2,quadratic
26,7,24,26,3,351,3,quadratic
10,0,5,0,0,41,2,quadratic
14,0,9,1,1,95,2,quadratic
12,2,14,0,0,87,3,quadratic
12,2,14,0,0,93,3,quadratic
4,0,2,1,4,29,2,quadratic
4,0,2,1,4,29,2,quadratic
6,0,6,1,1,63,3,quadratic
2,1,7,0,0,32,3,quadratic
3,0,2,0,0,28,1,quadratic
1,0,1,0,0,16,1,quadratic
1,0,1,0,0,13,1,quadratic
3,0,1,0,0,11,2,quadratic
4,0,2,0,0,19,3,quadratic
1,0,1,0,0,13,1,quadratic
3,4,10,1,1,79,2,quadratic
3,0,3,0,0,25,2,quadratic
1,0,1,0,0,6,1,quadratic
2,0,1,0,0,63,2,quadratic
3,0,3,0,0,36,2,quadratic
2,0,1,0,0,19,2,quadratic
8,0,8,0,0,43,2,quadratic
8,0,8,0,0,43,2,quadratic
8,0,8,0,0,47,2,quadratic
2,0,1,0,0,15,2,quadratic
1,0,1,0,0,15,1,quadratic
3,0,3,0,0,35,2,quadratic
2,0,3,0,0,16,2,quadratic
0,1,0,0,0,8,1,quadratic
4,0,3,0,0,31,2,quadratic
6,2,13,16,4,125,2,quadratic
1,1,4,2,2,44,2,quadratic
2,0,1,0,0,10,1,quadratic
2,0,5,1,0,77,2,quadratic
0,1,2,1,0,60,1,quadratic
0,1,1,0,0,10,1,quadratic
0,2,3,1,1,28,2,quadratic
1,0,1,1,1,13,1,quadratic
2,0,2,0,0,9,2,quadratic
1,1,1,1,1,16,2,quadratic
2,0,1,1,1,22,1,quadratic
1,0,1,1,1,12,1,quadratic
1,0,1,0,0,7,1,quadratic
2,0,1,0,0,17,1,quadratic
0,1,1,0,0,16,1,quadratic
1,0,2,0,0,22,1,quadratic
1,0,1,0,0,17,1,quadratic
1,1,0,0,0,12,2,quadratic
3,0,2,1,1,19,2,quadratic
2,0,1,0,0,16,1,quadratic
2,0,1,0,0,11,1,quadratic
4,0,2,0,0,19,2,quadratic
0,1,0,0,0,6,1,quadratic
0,1,0,0,0,6,1,quadratic
0,1,1,0,0,15,1,quadratic
1,0,2,0,0,13,1,quadratic
3,0,4,1,0,51,2,quadratic
2,0,4,0,0,22,2,quadratic
2,1,6,0,0,39,2,quadratic
2,1,6,0,0,34,2,quadratic
2,2,6,1,1,36,3,quadratic
2,1,6,0,0,33,2,quadratic
3,0,3,0,0,24,2,quadratic
2,0,7,3,2,53,2,quadratic
3,1,10,3,4,76,1,quadratic
2,2,5,7,3,69,2,quadratic
3,1,8,1,1,54,2,quadratic
4,0,8,0,0,39,2,quadratic
2,1,6,1,1,59,2,quadratic
1,1,6,0,0,43,2,quadratic
1,1,7,0,0,76,2,quadratic
6,3,10,9,0,89,2,quadratic
2,0,2,0,0,17,2,quadratic
3,1,12,0,0,41,2,quadratic
3,2,5,15,10,119,2,quadratic
6,0,3,0,0,32,3,quadratic
3,4,13,0,0,72,2,quadratic
10,0,11,0,0,44,3,quadratic
11,0,32,0,0,117,2,quadratic
3,4,15,0,0,73,2,quadratic
5,0,5,0,0,35,3,quadratic
6,0,4,0,0,28,2,quadratic
2,0,2,0,0,26,2,quadratic
5,0,5,0,0,24,2,quadratic
7,0,6,0,0,39,2,quadratic
4,0,4,0,0,30,2,quadratic
0,2,3,1,3,32,1,quadratic
5,0,6,1,2,40,2,quadratic
3,0,2,0,0,20,2,quadratic
3,0,4,1,2,34,1,quadratic
4,0,4,0,0,76,2,quadratic
3,0,7,0,0,38,2,quadratic
3,0,1,0,0,16,2,quadratic
1,1,3,0,0,12,2,quadratic
1,1,3,0,0,11,2,quadratic
1,1,3,0,0,11,2,quadratic
1,1,3,0,0,11,2,quadratic
1,1,3,0,0,11,2,quadratic
1,2,2,0,0,29,2,quadratic
6,0,3,0,0,33,2,quadratic
5,0,6,3,6,64,2,quadratic
3,1,3,0,0,33,3,quadratic
4,0,6,0,0,49,2,quadratic
4,0,4,1,1,39,1,quadratic
4,0,5,0,0,42,2,quadratic
6,0,3,0,0,28,2,quadratic
7,0,6,0,0,43,2,quadratic
4,0,4,0,0,25,2,quadratic
6,0,4,0,0,29,2,quadratic
4,0,5,0,0,31,2,quadratic
5,0,5,0,0,48,2,quadratic
5,0,4,0,0,23,2,quadratic
2,2,4,0,0,41,2,quadratic
5,0,5,1,1,35,2,quadratic
8,0,9,0,0,56,2,quadratic
4,0,4,0,0,35,2,quadratic
5,1,7,1,1,67,3,quadratic
4,1,8,0,0,44,2,quadratic
4,0,4,1,1,27,2,quadratic
5,0,6,0,0,36,2,quadratic
5,0,6,0,0,32,2,quadratic
2,0,2,0,0,25,1,quadratic
4,3,10,2,2,52,2,quadratic
7,0,4,1,2,44,2,quadratic
4,0,3,0,0,23,2,quadratic
6,0,6,1,1,49,3,quadratic
6,1,8,4,3,65,2,quadratic
2,1,2,0,0,75,2,quadratic
7,1,2,0,0,36,3,quadratic
3,0,1,0,0,22,2,quadratic
3,0,1,0,0,22,2,quadratic
3,0,3,3,3,32,1,quadratic
2,0,2,2,2,38,1,quadratic
5,0,4,0,0,35,2,quadratic
7,0,5,2,2,30,2,quadratic
6,0,3,1,1,23,2,quadratic
4,0,5,1,1,29,4,quadratic
5,0,3,0,0,31,4,quadratic
7,0,6,0,0,41,3,quadratic
4,0,10,0,0,39,2,quadratic
5,0,7,4,6,73,4,quadratic
5,0,5,0,0,33,2,quadratic
5,0,3,6,5,54,2,quadratic
2,0,2,0,0,24,2,quadratic
3,0,3,1,8,29,2,quadratic
4,0,2,0,0,24,3,quadratic
7,0,4,4,4,46,2,quadratic
8,0,5,0,0,44,2,quadratic
3,0,10,0,0,37,2,quadratic
5,0,3,3,3,57,2,quadratic
8,0,6,0,0,56,4,quadratic
6,0,5,0,0,38,2,quadratic
3,0,5,1,8,29,2,quadratic
4,0,6,1,1,41,2,quadratic
4,0,6,2,2,40,2,quadratic
9,0,5,1,1,38,2,quadratic
3,0,11,2,9,53,2,quadratic
8,0,9,0,0,44,4,quadratic
6,0,4,0,0,36,2,quadratic
5,0,2,0,0,24,2,quadratic
8,2,6,5,1,78,2,quadratic
5,0,6,2,2,53,3,quadratic
0,2,0,0,0,12,2,quadratic
1,1,2,0,0,17,2,quadratic
3,0,3,0,0,20,2,quadratic
0,2,3,0,0,34,2,quadratic
3,1,1,1,2,30,2,quadratic
7,0,5,0,0,35,2,quadratic
4,0,8,4,7,78,2,quadratic
4,0,4,0,0,39,3,quadratic
1,1,5,1,3,39,2,quadratic
4,0,5,0,0,40,2,quadratic
4,0,6,0,0,36,2,quadratic
7,0,6,0,0,36,2,quadratic
6,0,5,0,0,37,2,quadratic
2,2,1,2,6,50,1,quadratic
1,1,1,0,0,11,2,quadratic
1,1,1,0,0,13,2,quadratic
2,0,3,1,1,18,1,quadratic
3,0,4,1,1,33,2,quadratic
0,2,1,0,0,18,2,quadratic
0,2,1,0,0,14,2,quadratic
2,2,3,5,0,72,1,quadratic
1,3,5,6,1,73,1,quadratic
3,0,2,0,0,12,2,quadratic
1,0,0,0,0,13,1,quadratic
2,2,6,6,1,79,1,quadratic
3,0,2,0,0,13,2,quadratic
5,1,2,0,0,48,2,quadratic
3,0,2,0,0,22,2,quadratic
3,0,2,0,0,21,2,quadratic
3,0,2,1,1,22,2,quadratic
3,0,2,1,1,22,2,quadratic
2,0,1,0,0,14,1,quadratic
2,0,1,0,0,12,1,quadratic
2,0,1,0,0,12,1,quadratic
8,0,3,0,0,26,2,quadratic
2,0,2,0,0,22,2,quadratic
3,0,2,0,0,15,2,quadratic
3,0,2,1,1,16,2,quadratic
3,0,2,0,0,21,2,quadratic
0,2,2,0,0,38,2,quadratic
3,2,4,5,0,72,2,quadratic
14,0,5,0,0,73,2,quadratic
4,0,3,0,0,22,2,quadratic
4,0,3,0,0,22,2,quadratic
6,0,6,3,0,71,3,quadratic
6,0,1,2,2,24,3,quadratic
5,0,3,0,0,32,3,quadratic
3,0,12,1,1,35,3,quadratic
9,0,15,0,0,54,3,quadratic
4,0,1,1,1,20,4,quadratic
5,0,0,0,0,27,3,quadratic
5,0,0,0,0,27,3,quadratic
4,0,2,4,3,40,3,quadratic
7,0,3,0,0,58,3,quadratic
4,0,1,0,0,22,4,quadratic
7,0,3,0,0,58,3,quadratic
6,0,1,1,1,26,3,quadratic
4,0,6,0,0,49,3,quadratic
5,0,4,0,0,22,3,quadratic
5,0,6,1,1,31,3,quadratic
2,3,3,1,1,36,2,quadratic
3,0,8,0,0,47,3,quadratic
4,0,1,0,0,13,4,quadratic
3,0,0,0,0,14,2,quadratic
2,0,2,0,0,16,2,quadratic
5,0,3,0,0,39,2,quadratic
1,0,4,1,1,19,1,quadratic
4,0,2,0,0,38,2,quadratic
3,0,1,0,0,17,2,quadratic
3,0,0,0,0,13,2,quadratic
4,0,2,0,0,35,2,quadratic
5,0,2,0,0,26,2,quadratic
3,0,1,0,0,26,2,quadratic
6,0,5,2,3,55,2,quadratic
5,0,3,1,0,39,2,quadratic
2,1,1,1,1,23,2,quadratic
3,0,2,0,0,18,2,quadratic
2,0,1,0,0,40,2,quadratic
3,0,1,0,0,19,2,quadratic
7,0,3,1,1,39,2,quadratic
2,0,1,0,0,14,2,quadratic
3,0,1,0,0,24,2,quadratic
3,0,1,0,0,23,2,quadratic
2,0,1,0,0,19,2,quadratic
2,0,1,0,0,12,2,quadratic
2,0,0,0,0,10,2,quadratic
2,0,3,0,0,20,2,quadratic
2,0,2,0,0,17,2,quadratic
2,0,0,0,0,16,2,quadratic
2,0,1,0,0,16,2,quadratic
2,0,1,0,0,13,2,quadratic
2,0,0,0,0,10,2,quadratic
4,0,3,0,0,22,2,quadratic
2,0,2,0,0,13,2,quadratic
2,0,1,0,0,11,2,quadratic
2,0,3,2,3,23,2,quadratic
2,0,2,0,0,14,2,quadratic
2,0,2,1,1,24,2,quadratic
2,0,2,0,0,13,2,quadratic
2,0,1,0,0,11,2,quadratic
1,2,4,16,7,85,2,quadratic
7,0,8,10,1,100,2,quadratic
2,0,2,0,0,12,2,quadratic
2,1,1,0,0,19,2,quadratic
2,0,2,0,0,23,2,quadratic
2,0,3,1,0,26,2,quadratic
2,2,5,10,3,102,2,quadratic
2,0,1,0,0,10,2,quadratic
2,0,2,0,0,14,2,quadratic
2,0,2,1,1,16,2,quadratic
2,0,2,0,0,17,2,quadratic
2,0,2,0,0,13,2,quadratic
1,2,4,1,0,58,3,quadratic
2,0,2,0,0,12,2,quadratic
1,1,2,0,0,14,2,quadratic
3,0,3,1,2,40,2,quadratic
2,0,3,0,0,19,2,quadratic
1,1,1,0,0,14,2,quadratic
2,0,2,0,0,16,2,quadratic
2,0,2,0,0,15,2,quadratic
2,0,2,0,0,13,2,quadratic
2,0,2,0,0,13,2,quadratic
0,1,0,0,0,11,1,quadratic
2,0,2,0,0,11,2,quadratic
2,0,0,3,3,25,1,quadratic
1,0,0,1,1,16,1,quadratic
2,0,0,3,3,24,1,quadratic
2,1,2,1,1,25,2,quadratic
3,0,9,2,3,69,2,cubic
3,0,6,1,2,38,2,cubic
3,0,6,1,2,34,2,cubic
2,0,1,0,0,8,2,cubic
2,0,1,0,0,14,2,cubic
6,0,5,6,1,63,3,cubic
3,0,2,0,0,11,3,cubic
2,0,2,0,0,12,2,cubic
3,0,3,0,0,20,3,cubic
3,1,3,4,0,46,3,cubic
3,1,4,0,0,21,4,cubic
2,0,1,0,0,9,2,cubic
3,1,4,0,0,21,4,cubic
1,0,1,0,0,7,1,cubic
3,0,1,0,0,36,3,cubic
3,0,2,1,1,48,2,cubic
3,0,1,0,0,19,2,cubic
3,0,3,0,0,28,2,cubic
1,1,3,1,2,32,1,cubic
3,0,2,1,1,19,2,cubic
2,0,2,0,0,19,2,cubic
2,0,3,0,0,14,2,cubic
3,0,3,0,0,19,3,cubic
4,2,10,8,4,132,2,cubic
3,0,3,0,0,15,3,cubic
3,0,2,0,0,10,3,cubic
2,0,1,0,0,9,2,cubic
2,0,1,0,0,10,2,cubic
3,0,1,0,0,11,3,cubic
3,0,1,0,0,17,3,cubic
3,0,1,0,0,9,3,cubic
3,0,1,0,0,12,3,cubic
2,0,2,0,0,9,2,cubic
2,0,1,0,0,13,2,cubic
2,0,1,0,0,8,2,cubic
2,0,1,0,0,8,2,cubic
2,0,1,0,0,7,2,cubic
2,1,2,0,0,21,2,cubic
2,1,3,5,1,37,2,cubic
3,1,4,0,0,23,4,cubic
2,0,3,2,2,27,2,cubic
2,0,5,1,1,26,2,cubic
2,0,2,0,0,12,2,cubic
2,0,2,0,0,9,2,cubic
2,0,1,1,1,23,2,cubic
2,1,0,0,0,11,3,cubic
3,0,3,0,0,26,2,cubic
1,0,1,0,0,9,1,cubic
7,3,11,13,0,82,2,cubic
3,0,3,0,0,22,3,cubic
2,0,1,0,0,9,2,cubic
3,0,2,0,0,17,3,cubic
3,0,2,0,0,18,3,cubic
3,0,2,0,0,18,3,cubic
3,0,2,0,0,40,3,cubic
2,0,1,0,0,8,2,cubic
2,0,1,0,0,8,2,cubic
3,0,2,1,1,21,2,cubic
3,0,2,0,0,12,3,cubic
2,0,1,0,0,8,2,cubic
2,1,3,0,0,22,3,cubic
2,1,3,0,0,23,3,cubic
2,0,1,0,0,11,2,cubic
2,0,1,0,0,11,2,cubic
2,0,3,0,0,19,2,cubic
2,1,2,1,1,17,2,cubic
3,0,1,0,0,12,3,cubic
5,0,4,3,1,60,3,cubic
3,0,2,0,0,34,3,cubic
3,0,2,0,0,12,3,cubic
6,5,14,9,18,133,3,cubic
4,3,5,6,1,91,2,cubic
4,3,5,6,1,91,2,cubic
3,1,3,7,4,53,2,cubic
4,1,2,0,0,26,3,cubic
2,1,2,0,0,24,2,cubic
3,1,1,9,8,62,2,cubic
6,5,14,9,18,133,3,cubic
4,0,1,0,0,41,3,cubic
4,0,1,0,0,40,3,cubic
3,0,2,2,2,46,1,cubic
2,1,1,2,2,47,2,cubic
7,6,9,7,2,116,4,cubic
4,0,3,2,7,41,1,cubic
8,2,3,6,1,73,3,cubic
13,14,50,51,3,580,4,cubic
20,11,33,42,23,462,3,cubic
6,0,0,0,0,29,4,cubic
4,0,2,0,0,25,4,cubic
6,0,1,1,1,36,3,cubic
6,0,2,1,1,36,3,cubic
6,0,1,1,1,32,4,cubic
5,2,5,12,5,105,3,cubic
5,2,5,12,5,105,3,cubic
6,0,1,0,0,22,3,cubic
4,0,2,1,4,29,2,cubic
4,0,2,1,4,29,2,cubic
6,0,6,1,1,63,3,cubic
6,0,5,3,4,72,3,cubic
2,0,7,4,6,67,1,cubic
11,2,4,4,6,68,3,cubic
4,0,6,5,12,61,1,cubic
4,1,5,8,2,113,1,cubic
2,4,5,6,10,81,2,cubic
2,4,5,6,10,82,2,cubic
4,2,6,3,7,76,2,cubic
6,0,8,2,4,57,2,cubic
4,0,7,5,13,52,2,cubic
13,0,9,1,3,85,3,cubic
13,0,7,3,7,93,3,cubic
5,0,2,0,0,26,2,cubic
5,2,8,2,2,76,3,cubic
5,2,8,7,2,77,3,cubic
5,2,8,7,2,74,3,cubic
6,0,8,1,1,53,3,cubic
4,0,4,2,2,35,3,cubic
4,0,4,13,11,53,2,cubic
5,0,5,0,0,32,4,cubic
4,0,6,2,2,38,2,cubic
3,1,5,2,2,43,2,cubic
6,0,1,2,2,32,2,cubic
4,0,4,1,1,28,3,cubic
7,0,9,2,2,51,3,cubic
4,0,4,0,0,29,4,cubic
4,0,3,0,0,25,4,cubic
6,0,11,0,0,44,4,cubic
6,0,11,0,0,44,4,cubic
4,0,3,0,0,45,4,cubic
6,0,3,2,2,59,2,cubic
4,3,8,0,0,56,3,cubic
4,0,4,1,1,29,3,cubic
6,0,6,0,0,40,4,cubic
5,0,3,1,1,44,3,cubic
6,0,5,4,1,62,2,cubic
4,0,3,0,0,22,4,cubic
6,2,4,8,0,91,4,cubic
5,1,6,4,2,50,4,cubic
3,0,7,2,4,47,2,cubic
4,2,6,6,1,74,3,cubic
6,2,5,6,1,70,3,cubic
6,2,5,6,1,86,3,cubic
38,28,76,58,10,686,4,cubic
4,0,1,0,0,20,3,cubic
6,0,2,0,0,28,3,cubic
1,0,4,1,6,26,1,cubic
1,1,7,2,4,45,2,cubic
4,0,6,1,1,36,3,cubic
6,0,2,0,0,26,3,cubic
6,0,2,0,0,26,3,cubic
6,0,3,0,0,27,3,cubic
11,0,3,1,1,75,4,cubic
10,0,4,2,3,77,4,cubic
4,2,2,8,7,66,3,cubic
11,0,8,6,18,126,4,cubic
6,0,3,0,0,29,3,cubic
19,0,13,13,12,151,3,cubic
3,0,6,0,0,30,3,cubic
